,numero_de_cliente
999403,16670932
999419,16671029
999478,16671334
999638,16672221
999933,16673942
1000097,16675061
1000543,16677778
1002073,16691045
1002217,16691921
1002233,16692539
1002329,16693056
1003135,16699848
1003215,16700087
1003816,16704706
1004490,16710892
1004683,16714211
1004803,16715338
1007363,16737492
1007646,16738963
1008422,16744608
1008624,16745592
1008759,16746989
1008908,16748367
1009254,16750937
1010119,16758466
1010259,16759589
1010307,16759994
1010348,16760338
1011040,16765304
1011401,16768580
1012397,16774489
1012467,16775480
1012995,16778367
1013787,16784684
1014643,16790642
1015016,16794189
1015331,16797149
1015347,16797249
1015534,16798291
1016753,16806491
1016903,16807896
1017125,16810485
1017189,16810740
1017615,16813681
1018296,16820588
1018479,16823247
1018563,16823872
1018921,16825080
1019260,16828441
1019678,16831984
1019694,16832339
1020140,16835442
1020188,16835827
1020214,16836094
1020441,16838463
1020505,16838506
1021551,16846791
1021836,16850677
1022095,16852352
1022135,16852498
1022167,16852641
1022392,16855474
1022441,16856257
1022744,16861227
1022896,16862597
1023569,16868417
1023633,16869246
1023793,16870693
1024133,16874016
1024301,16876158
1024948,16882433
1025032,16882529
1025417,16885547
1025666,16888202
1026179,16891976
1026807,16897251
1027574,16905123
1028075,16908489
1029089,16915655
1029290,16916508
1029419,16917306
1031231,16934085
1031333,16935011
1032684,16942976
1034246,16955989
1034717,16958424
1035008,16961326
1035367,16965135
1035533,16966887
1036465,16973891
1038376,16985452
1038799,16989273
1038891,16990068
1039856,16995779
1040374,17001186
1041062,17006337
1041609,17011535
1041779,17013453
1042046,17016780
1042333,17019280
1043009,17025725
1043423,17028550
1044012,17032571
1045177,17042554
1045324,17044526
1046105,17050484
1046297,17051773
1046377,17053112
1047460,17056678
1047920,17059565
1048281,17061509
1048581,17063246
1048750,17064492
1048875,17065619
1049191,17067649
1049385,17069401
1050136,17074919
1050941,17083108
1051133,17084054
1051277,17084976
1051357,17085281
1051682,17088708
1052221,17093265
1052719,17097363
1053203,17101184
1053265,17101496
1054585,17113166
1055241,17119788
1055245,17120070
1055485,17121965
1056124,17129069
1056518,17133244
1056585,17133688
1056840,17136100
1056987,17136799
1057211,17138099
1057242,17138149
1057662,17140959
1057816,17142109
1058662,17147430
1058743,17147939
1058839,17149143
1059467,17153377
1060872,17163260
1061069,17164491
1061374,17167535
1062150,17173397
1062645,17175705
1062882,17178182
1063018,17178700
1063483,17182995
1063771,17185916
1063969,17187946
1063985,17188023
1064483,17192727
1064611,17194004
1064834,17197246
1064882,17197566
1064922,17198238
1065444,17203976
1065580,17205084
1065994,17210011
1066398,17214457
1066593,17215854
1066853,17217309
1066885,17217463
1066981,17217648
1067045,17217949
1067394,17219848
1067728,17222005
1068253,17225324
1070107,17240930
1071306,17250859
1071521,17252499
1071787,17253665
1071860,17253935
1072078,17255876
1072169,17256424
1072256,17257496
1072648,17260750
1072664,17260804
1072888,17261668
1073354,17267001
1073527,17268591
1073734,17269818
1074199,17275024
1074231,17275283
1074759,17281144
1075821,17299895
1075907,17301331
1076177,17306131
1076305,17306992
1076667,17311299
1077565,17326044
1079308,17345296
1079482,17346709
1079958,17350973
1080451,17353948
1080532,17354438
1080964,17357448
1082773,17374937
1082957,17376057
1083197,17377936
1083458,17379213
1084330,17387506
1084511,17389756
1085123,17394580
1085198,17395406
1085926,17401325
1086509,17406917
1087995,17418768
1088120,17419324
1088232,17420041
1088606,17423028
1089072,17429156
1089854,17435412
1090273,17439267
1090649,17443122
1091113,17446823
1091239,17448262
1091399,17449817
1091447,17449949
1091656,17451295
1092277,17454579
1094482,17470849
1094940,17474627
1096779,17488126
1096923,17489210
1097238,17492768
1097858,17498696
1098102,17501096
1098268,17503006
1098353,17504689
1098821,17508447
1099233,17512700
1099249,17512711
1100336,17523559
1100589,17526017
1100987,17528684
1101083,17529984
1102472,17540840
1102473,17541141
1102782,17543908
1103560,17550777
1103638,17551629
1103838,17552309
1103994,17553517
1104091,17554180
1104239,17554701
1104570,17556897
1105466,17563558
1107037,17574440
1107157,17575077
1107241,17575521
1107644,17578751
1107797,17581189
1108502,17590926
1109192,17595568
1110395,17602746
1110990,17606485
1111499,17610282
1111838,17612540
1112658,17618386
1113298,17622658
1113356,17623021
1113578,17624298
1113787,17626529
1113923,17627413
1114078,17628296
1114298,17629770
1114664,17631874
1114926,17633656
1115421,17637573
1115875,17640012
1116551,17646094
1116976,17649405
1117234,17651427
1117426,17652261
1117697,17654422
1117832,17655232
1118072,17656996
1118552,17660909
1118939,17663259
1119454,17666890
1120251,17674971
1120330,17678799
1121035,17682152
1121652,17687547
1121702,17687883
1121960,17690577
1122688,17696527
1122707,17696929
1123314,17701316
1123810,17704048
1124184,17706487
1126025,17717474
1126113,17718423
1126409,17721271
1126976,17725088
1127444,17727125
1128142,17733851
1130263,17750843
1130515,17752934
1132725,17764164
1132780,17764214
1133352,17769659
1133851,17773962
1134147,17777215
1134243,17778207
1134375,17779361
1134541,17781047
1134755,17782301
1135229,17785535
1135307,17785809
1135760,17789348
1136102,17791447
1136933,17798690
1137211,17800373
1137684,17803510
1137718,17803576
1138168,17807358
1138201,17807848
1139296,17819120
1139532,17821420
1139715,17823315
1140398,17830145
1140427,17830188
1140892,17832376
1141008,17832804
1142022,17838075
1143691,17849278
1143809,17851389
1144053,17852041
1144085,17852114
1144962,17859693
1145945,17866972
1146558,17873678
1148026,17886097
1148659,17892900
1148707,17893155
1149214,17895744
1149775,17896929
1150175,17903397
1150594,17907595
1150994,17912241
1151725,17918207
1151773,17918713
1151888,17920272
1153020,17926431
1153117,17928102
1153258,17930653
1153290,17931374
1153496,17933018
1153568,17934384
1153935,17936862
1154523,17939860
1154674,17941485
1154690,17941531
1154795,17942619
1155885,17955767
1156832,17961803
1157100,17962964
1157626,17966823
1157642,17966908
1157883,17968428
1157963,17968826
1158451,17972963
1160329,17996051
1160409,17996352
1160960,18003021
1161440,18006945
1161456,18007142
1161840,18009176
1162368,18012734
1162566,18014995
1163297,18020263
1163577,18023122
1163705,18024689
1163849,18026958
1163897,18027321
1164023,18029401
1164165,18030840
1164413,18032584
1165590,18044227
1165668,18044871
1165670,18045118
1166902,18055966
1167071,18058799
1167393,18063059
1168363,18067393
1168495,18068168
1168614,18068651
1168852,18070889
1170436,18087251
1170440,18087282
1170473,18088494
1170573,18090006
1170746,18093148
1171203,18100576
1171371,18102911
1171644,18106145
1172438,18113508
1173487,18120296
1173648,18120550
1174079,18122241
1174182,18122831
1174406,18124672
1174565,18126084
1174747,18127222
1174801,18128461
1174854,18130047
1175846,18135245
1176216,18137368
1176765,18140968
1177123,18145946
1177462,18150450
1178142,18156288
1178415,18160537
1179018,18166110
1179178,18167263
1179306,18167603
1179560,18169123
1179612,18169324
1179644,18169590
1179780,18170366
1180430,18175364
1181446,18180789
1181753,18182661
1181909,18183610
1182465,18186034
1182529,18186420
1182641,18187037
1182657,18187045
1182993,18188882
1183854,18197491
1184678,18206645
1184993,18211364
1185029,18211750
1185044,18212036
1185557,18216713
1185772,18218287
1186060,18221791
1186275,18224118
1186327,18224535
1186445,18225527
1187408,18233723
1187424,18234094
1187799,18238439
1187847,18239377
1188008,18240866
1188428,18251949
1188770,18255955
1188818,18256310
1188999,18258583
1189350,18261346
1189507,18262534
1190695,18273197
1190711,18273212
1190975,18275914
1191269,18277947
1191456,18279587
1191458,18279734
1191506,18280166
1192174,18286808
1192426,18290107
1192765,18292889
1193431,18299801
1193686,18301140
1193874,18303841
1194114,18307102
1194410,18309491
1194727,18315391
1195944,18328064
1196092,18329669
1196698,18335477
1196763,18338927
1197177,18342914
1197305,18344380
1197386,18345657
1198030,18355436
1198670,18370822
1198799,18377027
1198815,18377158
1199261,18386428
1200215,18396558
1200386,18400301
1200585,18401497
1200649,18401717
1200916,18402377
1200943,18402662
1201023,18402967
1201719,18406332
1201735,18406541
1202167,18410500
1202541,18416323
1203177,18424759
1203592,18429344
1206208,18436197
1208561,18438358
1210563,18440635
1213020,18455639
1213036,18455704
1213174,18456978
1213197,18457827
1214298,18463700
1214618,18465746
1215334,18468956
1215462,18469786
1215746,18471137
1215817,18471414
1216500,18474606
1216548,18475034
1216783,18476342
1216952,18477106
1217610,18481027
1217823,18481903
1218538,18488768
1219226,18491192
1219586,18491489
1219703,18491651
1219977,18493310
1220860,18504019
1220961,18504872
1221537,18512906
1221643,18514373
1221733,18514963
1221947,18515666
1222925,18523538
1223037,18524838
1223242,18528690
1223329,18529720
1223820,18535188
1223943,18537724
1224097,18540406
1224417,18545002
1224550,18547101
1224852,18548911
1225299,18551716
1225453,18554225
1225878,18560677
1226560,18566438
1226884,18569684
1226916,18570402
1227359,18584830
1228668,18611126
1228737,18612013
1230750,18632493
1231027,18636008
1231100,18636514
1231703,18643665
1231832,18645081
1231913,18645552
1231949,18645891
1232041,18646551
1232815,18664758
1233088,18667899
1233136,18668358
1233418,18672055
1233713,18675347
1233793,18676188
1233895,18676999
1234290,18678701
1234766,18682205
1235129,18684643
1235431,18686480
1236014,18692767
1236444,18694577
1236729,18696807
1236952,18700797
1237248,18703564
1238225,18710873
1238731,18715701
1239269,18719841
1239333,18720247
1239387,18720825
1239704,18725449
1240167,18730870
1240506,18734158
1240566,18734648
1240893,18739322
1241336,18747449
1241448,18748274
1241638,18751346
1242523,18762059
1243072,18769970
1243567,18780231
1243727,18782234
1244204,18788825
1244761,18796744
1244850,18797191
1244984,18798168
1245258,18802219
1245317,18802528
1245324,18802702
1246015,18810196
1246170,18812249
1246516,18818558
1246698,18821495
1247591,18834110
1247945,18838039
1248489,18843326
1249806,18860344
1249854,18860676
1250253,18866927
1250313,18867460
1251131,18879913
1252040,18885250
1252214,18885663
1253308,18894446
1253566,18898123
1253619,18898289
1254095,18905251
1254238,18906713
1254286,18906995
1254635,18913486
1254683,18913856
1255646,18924187
1256378,18934765
1257809,18950216
1257890,18951277
1258076,18953650
1258557,18960921
1259522,18971317
1260265,18980698
1260612,18982566
1261046,18987239
1261230,18989574
1261442,18994513
1261482,18995343
1262045,19001433
1262586,19008255
1263040,19014437
1263056,19014530
1263344,19018790
1263547,19020423
1264107,19023576
1264422,19030232
1264674,19034296
1264718,19034535
1265112,19039340
1265184,19040574
1265419,19042867
1265647,19045313
1265972,19049859
1267181,19064489
1267690,19072075
1268414,19081827
1270087,19100956
1270506,19103631
1270753,19105020
1271273,19109705
1272354,19136440
1273469,19149842
1273472,19150158
1273491,19150324
1273738,19153365
1273802,19153774
1274056,19157193
1274190,19158000
1274254,19159046
1274286,19159671
1274986,19167528
1275102,19169118
1275330,19173127
1275395,19173502
1275688,19176643
1277533,19197474
1277918,19203146
1278111,19204833
1278247,19206639
1279004,19213643
1279229,19218069
1279633,19221426
1279701,19222357
1280974,19234543
1281074,19235886
1281843,19244453
1282120,19246583
1283456,19263351
1283472,19263640
1284428,19274800
1284882,19278999
1286948,19297649
1287343,19300038
1288322,19308987
1288753,19315362
1289172,19321301
1289715,19329050
1289735,19329328
1290141,19333118
1290238,19334067
1292767,19362218
1293376,19369894
1293535,19371090
1293743,19373421
1293775,19373525
1294148,19378607
1295077,19384137
1296021,19395124
1296189,19396494
1296485,19399045
1296645,19400774
1296959,19404177
1297768,19411691
1297800,19412038
1298092,19414577
1298109,19414693
1298269,19417082
1298354,19417749
1298642,19420589
1298705,19421921
1298902,19423893
1299154,19425425
1299369,19427945
1299931,19433336
1300389,19438900
1301590,19451755
1302131,19457655
1302587,19461873
1302826,19463139
1302932,19463806
1302984,19464208
1303296,19467577
1303392,19468117
1304473,19477375
1306466,19494945
1308162,19506259
1308306,19506923
1309271,19513680
1309419,19513811
1310976,19526044
1311478,19529768
1311819,19532894
1312016,19534218
1312950,19540265
1313335,19543441
1314194,19548531
1314913,19552695
1315105,19554157
1316413,19563531
1316665,19565240
1317107,19569389
1317340,19572449
1317388,19573471
1318306,19584624
1318969,19592249
1319386,19596224
1319522,19597691
1319816,19600789
1321292,19616434
1321439,19618193
1321455,19618903
1321760,19623083
1322256,19626992
1322512,19628937
1322566,19629195
1323156,19633112
1323496,19635829
1324142,19642000
1324497,19645214
1324609,19645859
1324861,19647591
1325290,19650682
1325312,19650829
1325396,19651149
1325818,19654649
1326191,19658146
1326207,19658478
1326542,19661673
1327066,19665937
1327073,19666219
1328311,19677151
1329795,19693953
1330240,19699356
1331611,19716374
1331705,19717713
1331753,19718041
1332378,19722016
1332588,19724096
1332813,19726188
1332861,19726674
1332941,19727311
1332979,19727839
1333265,19729147
1333565,19732339
1333944,19735465
1335235,19747262
1335968,19753015
1336613,19758734
1337073,19762821
1337262,19764380
1337597,19768266
1337895,19770709
1338355,19775926
1339207,19782506
1339392,19783436
1339688,19786118
1339893,19787480
1340019,19787835
1340548,19794141
1341329,19802086
1341434,19802368
1341966,19807196
1342002,19808145
1342018,19808187
1342233,19809897
1342761,19813011
1342797,19813158
1343026,19814508
1343476,19817920
1343737,19819517
1344798,19830307
1345973,19840966
1346528,19845137
1346768,19846970
1347393,19853237
1347453,19853508
1347537,19854167
1347708,19855306
1347884,19856213
1349294,19879583
1349606,19890122
1349622,19890442
1349663,19891210
1350363,19907379
1350720,19920372
1350853,19925200
1350949,19930603
1350981,19931124
1351178,19934840
1351354,19938788
1351932,19952113
1352232,19961926
1352292,19964350
1352578,19972172
1352760,19975668
1353685,19998382
1353744,20000999
1353800,20003360
1354140,20009701
1354250,20015443
1354921,20034873
1354953,20034935
1354985,20036247
1355024,20037493
1355231,20044351
1355648,20053504
1355950,20062638
1356615,20084322
1356858,20088810
1357223,20097416
1357580,20109070
1357646,20110660
1357662,20111250
1358337,20129642
1358341,20131274
1358972,20151855
1359516,20168599
1359612,20170193
1360584,20195280
1361035,20210855
1361358,20217207
1361596,20223817
1362174,20234761
1362393,20239736
1362710,20247592
1363761,20275319
1363910,20279267
1364014,20282038
1364263,20286669
1364393,20291971
1364609,20294753
1365434,20319185
1365499,20320964
1365668,20324529
1366169,20336284
1366198,20337364
1366230,20339205
1366322,20341563
1367038,20364451
1367169,20367461
1367652,20378073
1368040,20388894
1368794,20411311
1368982,20416532
1369733,20438987
1369987,20445015
1370317,20455508
1370656,20465182
1370863,20474305
1371098,20479283
1371604,20492492
1371862,20499516
1371926,20500480
1372740,20518336
1372869,20520648
1372933,20521473
1373565,20544049
1373879,20552106
1374087,20561125
1374103,20561503
1374167,20562240
1374360,20565740
1375400,20594625
1375776,20605959
1375808,20606499
1376913,20636468
1376997,20640099
1377122,20642970
1377185,20644282
1377635,20655821
1377970,20666618
1378452,20681595
1378564,20686164
1378580,20686245
1378929,20697054
1379041,20699728
1379876,20719953
1380220,20725603
1380655,20734000
1380905,20739453
1381957,20758323
1382484,20766034
1382804,20774184
1383190,20782072
1383498,20785016
1383647,20789512
1383833,20796203
1384202,20810076
1384258,20810752
1384470,20824910
1384771,20845668
1385015,20859306
1385031,20861038
1385529,20880002
1385636,20883872
1385778,20896449
1385871,20903457
1386073,20914019
1386169,20922045
1386444,20941537
1387105,20986846
1387667,21018223
1387709,21018891
1387786,21021719
1387826,21025150
1388084,21039382
1388130,21041107
1388383,21064516
1388474,21071049
1389001,21104661
1389201,21121776
1389268,21124705
1389743,21161299
1390050,21169782
1390082,21170449
1390331,21177253
1390987,21191168
1391320,21197929
1391737,21207164
1392008,21211266
1392263,21217243
1392537,21224946
1392551,21225992
1392616,21227369
1392796,21231171
1392899,21232004
1393258,21239795
1393387,21244156
1393604,21251176
1393739,21254070
1393971,21257917
1394051,21259449
1394109,21259854
1394181,21261097
1394197,21261352
1394587,21269016
1395083,21291521
1395184,21295103
1395402,21299652
1395459,21300478
1395898,21311179
1396245,21315150
1396584,21319569
1396661,21321201
1396677,21321263
1397099,21328591
1397275,21331875
1397921,21343938
1398152,21348118
1398216,21349989
1398316,21354485
1398364,21355766
1398667,21360980
1398865,21368057
1399396,21383153
1399822,21393063
1400442,21401615
1400526,21403602
1400934,21411579
1401142,21413802
1401536,21418019
1401616,21421257
1401966,21426548
1402073,21428755
1402470,21435952
1402937,21444438
1403267,21451411
1403381,21452268
1403636,21455872
1403937,21463135
1403973,21463324
1403993,21463644
1404073,21464555
1404103,21465041
1405970,21485529
1406667,21491259
1406699,21491804
1407607,21501613
1407725,21502879
1410232,21524497
1412009,21539655
1412607,21544008
1413564,21553486
1414218,21559822
1414387,21560930
1415904,21575266
1416470,21579511
1417261,21586642
1418228,21597289
1418558,21600782
1418653,21602063
1418744,21603271
1418805,21603595
1419402,21611406
1420354,21623091
1420428,21624750
1420699,21628015
1421677,21637369
1422717,21646580
1423027,21648622
1423191,21650362
1423629,21654869
1423707,21655394
1423903,21656498
1424279,21659157
1424934,21663981
1425617,21671405
1426349,21677290
1427099,21684719
1427191,21685483
1427239,21685630
1428327,21694443
1428499,21695586
1428511,21695794
1428760,21698148
1429192,21701772
1429390,21704187
1429709,21706869
1429725,21706900
1429732,21706993
1430160,21710709
1430571,21715267
1431210,21720553
1431859,21724401
1432561,21730101
1432825,21732779
1433571,21739042
1434822,21746498
1436817,21759564
1437133,21760849
1437420,21762505
1437592,21764048
1437690,21764893
1437854,21765781
1438566,21770612
1438598,21770659
1439338,21776030
1440361,21781792
1440448,21782081
1441578,21789444
1442781,21799161
1443436,21807501
1443720,21810048
1443786,21811367
1444474,21827247
1444657,21829061
1444726,21829485
1445349,21840580
1447392,21870730
1448361,21887162
1448687,21893317
1449365,21897114
1450679,21921800
1450962,21931845
1450978,21931849
1453442,21972882
1453784,21980538
1454493,21994438
1454529,21994867
1455381,22007482
1455650,22016454
1455985,22024002
1456032,22024569
1456064,22024739
1456754,22034502
1456778,22034630
1457130,22037779
1457458,22040534
1457844,22043181
1458062,22044609
1458282,22046685
1458359,22047561
1458391,22047704
1458622,22049846
1458695,22050332
1458788,22050926
1458829,22051301
1458861,22051393
1459348,22055966
1459376,22056040
1459488,22056842
1459750,22059856
1460051,22061801
1460195,22062453
1460907,22066247
1461439,22069407
1461503,22069600
1462390,22075257
1462769,22078117
1462955,22079213
1463605,22082447
1463725,22082952
1464313,22087884
1464700,22094062
1465835,22108067
1466352,22112277
1466384,22112377
1466432,22112732
1466587,22113975
1466953,22123070
1467260,22125393
1467402,22126200
1468009,22136044
1468661,22146105
1469694,22158986
1469726,22159152
1470170,22163065
1470377,22171076
1470668,22174256
1471240,22179647
1471304,22181476
1471320,22182584
1473155,22202006
1473171,22202064
1473274,22202755
1473413,22203557
1473859,22210627
1474072,22212796
1474258,22216362
1474514,22219800
1474590,22220769
1474802,22223547
1475236,22229154
1475252,22229339
1475329,22229733
1475471,22230871
1475634,22233592
1477821,22253613
1478068,22255847
1478148,22256403
1478771,22262156
1479773,22270901
1480802,22279472
1480988,22280992
1481093,22281764
1481157,22282277
1481309,22283350
1481593,22285855
1481903,22288525
1482020,22289447
1482806,22294939
1483680,22300785
1483813,22301781
1483914,22302267
1484031,22303297
1484301,22305273
1484425,22306311
1484753,22308684
1485167,22310147
1485599,22312428
1486134,22315773
1486158,22315924
1486520,22318077
1486834,22319818
1487036,22321249
1488929,22335404
1489071,22335852
1490503,22345109
1490891,22347595
1490949,22347950
1491078,22348702
1491509,22351897
1491922,22354336
1492582,22357937
1494264,22371976
1494349,22373311
1494391,22373774
1495051,22377818
1495129,22378362
1495195,22378883
1495741,22382997
1496935,22391136
1497124,22392313
1498444,22410242
1500368,22426928
1500965,22432774
1501723,22439192
1501861,22440739
1501937,22441642
1503809,22457742
1504115,22459471
1504458,22461547
1504562,22462392
1504909,22464777
1504925,22464812
1505426,22469304
1505657,22470932
1505805,22471511
1505958,22472283
1506740,22476014
1507135,22477898
1508397,22484936
1509280,22494171
1509797,22500257
1509881,22500847
1510223,22504039
1510430,22506813
1511244,22516893
1511655,22520258
1512756,22529848
1513113,22532734
1513738,22537168
1513926,22538673
1514281,22541340
1514982,22546468
1515014,22546781
1515139,22547838
1515243,22548722
1515508,22551203
1516244,22556212
1516592,22558161
1516989,22560874
1517588,22564235
1517604,22564239
1517636,22564301
1517732,22565007
1518018,22567264
1518656,22571181
1518780,22571953
1518928,22572659
1519127,22574295
1519837,22577668
1520994,22584271
1521115,22585209
1521912,22591499
1522399,22595385
1522903,22599016
1523178,22601011
1523325,22602783
1524044,22609574
1524076,22609702
1524637,22615409
1524776,22616266
1524852,22616633
1525333,22620017
1525671,22622510
1525856,22623000
1525927,22623367
1526077,22624451
1526743,22628842
1526845,22629599
1527645,22636537
1530320,22660332
1532056,22675189
1532844,22682552
1532860,22682571
1532940,22683235
1532956,22683486
1533436,22689197
1535095,22703356
1535159,22704182
1535832,22708971
1535994,22709623
1537124,22721335
1537294,22722184
1538343,22732893
1538367,22732989
1538551,22734332
1538756,22737632
1539117,22740186
1540126,22749845
1540691,22754738
1540858,22756047
1540971,22756838
1541524,22762742
1541605,22763290
1542449,22769113
1542465,22769121
1542609,22769534
1543340,22776252
1543687,22778649
1544082,22781346
1544436,22784449
1546110,22796848
1546632,22799823
1547434,22805998
1547613,22807159
1548150,22810505
1548647,22813264
1549812,22821052
1551524,22832057
1552186,22837645
1552631,22839999
1553085,22843955
1554311,22855941
1554828,22859375
1555524,22864145
1556220,22870740
1558458,22887010
1558749,22888268
1558953,22889120
1559205,22890845
1561164,22904005
1561337,22904699
1561529,22905602
1562427,22910611
1562661,22911862
1562789,22912193
1564136,22920602
1564399,22921841
1567851,22946199
1568539,22952045
1568571,22952701
1568828,22954747
1569298,22959157
1570400,22965656
1570448,22966161
1570811,22968454
1570875,22968782
1571224,22971691
1571851,22978055
1572015,22979761
1572094,22980617
1572365,22983103
1573560,22992129
1573592,22992507
1573608,22992511
1573624,22992688
1573899,22994008
1574055,22994695
1574304,22996547
1574430,22997412
1574823,23000927
1574871,23001031
1574992,23002008
1575081,23002984
1575257,23004184
1575361,23005207
1575728,23007287
1575995,23009486
1576229,23011439
1576541,23013569
1577756,23022607
1577915,23023896
1578142,23025459
1578398,23027388
1578488,23029704
1579249,23035674
1579313,23036299
1579703,23038390
1580119,23041833
1580299,23043118
1580644,23045306
1580805,23046587
1581174,23048991
1581358,23051083
1582405,23060665
1582714,23062173
1583030,23063964
1583158,23064709
1583280,23065349
1583920,23069938
1584042,23070509
1584215,23071921
1584268,23072145
1584806,23077293
1584939,23078154
1585146,23079249
1586223,23086018
1586336,23086732
1586443,23087604
1586945,23090197
1587369,23093397
1587385,23093474
1587511,23094805
1587574,23095781
1588793,23103569
1588984,23105672
1590963,23119796
1590997,23120174
1591187,23122165
1591418,23123914
1591434,23123929
1591809,23126827
1593599,23140801
1593647,23140990
1593831,23141962
1594365,23144891
1595028,23150687
1595529,23154759
1595721,23156306
1595737,23156318
1596054,23159401
1596205,23161411
1597144,23169836
1599564,23190898
1599930,23194294
1600068,23196096
1601374,23206299
1601918,23211497
1602007,23212123
1602081,23212559
1602148,23213504
1602179,23213720
1603327,23223375
1603510,23224919
1603954,23227562
1604381,23231842
1605254,23238842
1605941,23243836
1605957,23243994
1606452,23248258
1606501,23248779
1606919,23252137
1606935,23252376
1607090,23254494
1607326,23256694
1607390,23257462
1607963,23262286
1608824,23267368
1608957,23268595
1609281,23270594
1610238,23279478
1610844,23282974
1611213,23286404
1611741,23290094
1612047,23292579
1612139,23293397
1612281,23294535
1613001,23301022
1613704,23307247
1614168,23311145
1614232,23311584
1614523,23313865
1614672,23315270
1614704,23315289
1614784,23315798
1615309,23319862
1616226,23325566
1616300,23325998
1617053,23330401
1617261,23330968
1618905,23342950
1619592,23350599
1619732,23352212
1619837,23353003
1621565,23368447
1621810,23370342
1622757,23376547
1623267,23379704
1623667,23381710
1625241,23393056
1625695,23398999
1626434,23406126
1626832,23408658
1626901,23409877
1627150,23411374
1628050,23419575
1628499,23421998
1629703,23431264
1629964,23433521
1630536,23437897
1632050,23450350
1632269,23452542
1632609,23455641
1632689,23455934
1632935,23457277
1633828,23464814
1634451,23468746
1634993,23473408
1635623,23477529
1635705,23478008
1635770,23478417
1636259,23481878
1636779,23485429
1636828,23485818
1637315,23490742
1637530,23492382
1637578,23492440
1638383,23497777
1638917,23500583
1639288,23503458
1639693,23513182
1641059,23538046
1643040,23564708
1643056,23564893
1643256,23566711
1643436,23569651
1643626,23571778
1643995,23577041
1644011,23577319
1644290,23580642
1644559,23583019
1644623,23583304
1645412,23591678
1646072,23599014
1646549,23603664
1646895,23606798
1647270,23609314
1647412,23610406
1647748,23613158
1647917,23614014
1648580,23618460
1648795,23620011
1649161,23623245
1649177,23623345
1649670,23627363
1651056,23639457
1651391,23641903
1651499,23642505
1652260,23650351
1652480,23652195
1652608,23654028
1652652,23654569
1652729,23655653
1652731,23655711
1652816,23656363
1654270,23668588
1654562,23670186
1654633,23670784
1654903,23673057
1655934,23680790
1657108,23690596
1657738,23695412
1658411,23701309
1658528,23702300
1659036,23706403
1659184,23707676
1659396,23709401
1660466,23717536
1660818,23720090
1661405,23724756
1661885,23727419
1662266,23730541
1662634,23733072
1662730,23733558
1663187,23736310
1663390,23737294
1663548,23737931
1664649,23746467
1664708,23747096
1664872,23749006
1664952,23749496
1665016,23750002
1665032,23750272
1665205,23752278
1665524,23754362
1666318,23760587
1666418,23761343
1666793,23764214
1668162,23776042
1668242,23777049
1669672,23786488
1671584,23801693
1672236,23805401
1672745,23809492
1674222,23820127
1675080,23830269
1675612,23837539
1675645,23838033
1676630,23848028
1677437,23852196
1678961,23864977
1679066,23865802
1679146,23866065
1679474,23868122
1679745,23870449
1680226,23873409
1680369,23875678
1680401,23876253
1680439,23876704
1680889,23880401
1681480,23883565
1681883,23885958
1683151,23895602
1683920,23901344
1684095,23902475
1684170,23902745
1684202,23903324
1684424,23905056
1685533,23912446
1685615,23913021
1685764,23914009
1686671,23919686
1687192,23924139
1687566,23926153
1687630,23926192
1687774,23926705
1688112,23928851
1688419,23930773
1688640,23932127
1688688,23932660
1688885,23934469
1689263,23936746
1689373,23937819
1689453,23938344
1689897,23941045
1690088,23942801
1690440,23945437
1690571,23946104
1690931,23948489
1691015,23948686
1691650,23953641
1692084,23957789
1692297,23959584
1692445,23961012
1693049,23965222
1693172,23966376
1693274,23966735
1693300,23966924
1695967,23977192
1696303,23977439
1696637,23978072
1697052,23982317
1697127,23982626
1700603,23996098
1701923,24001427
1702581,24005460
1703759,24008971
1704254,24011908
1704334,24012317
1704382,24012969
1704994,24014818
1706233,24018808
1706265,24018943
1706993,24022794
1707117,24023281
1709202,24031269
1709274,24031616
1709449,24032245
1709682,24033310
1711171,24039280
1711281,24039998
1711773,24042614
1712814,24044073
1713159,24044694
1713476,24049225
1713810,24051324
1713938,24051725
1714051,24052883
1715092,24053608
1715301,24054446
1715815,24057695
1715983,24059300
1716826,24065556
1716869,24065903
1717053,24066544
1719459,24082292
1719980,24085719
1720866,24091369
1720936,24091589
1721110,24092708
1721332,24094359
1722282,24099631
1723891,24108418
1723923,24108649
1724909,24114855
1725747,24120786
1726453,24125089
1726566,24125629
1727133,24128566
1727185,24129114
1727253,24129461
1728197,24136542
1728443,24138487
1728744,24140563
1729187,24142655
1729677,24145221
1729853,24147066
1730034,24148432
1730460,24151693
1730720,24154178
1731135,24156559
1731247,24157196
1731283,24157416
1731857,24161332
1732070,24163382
1732086,24163389
1732295,24165095
1732342,24165998
1732527,24167275
1732683,24169911
1733104,24172921
1733309,24175055
1733565,24177505
1734366,24182665
1735057,24188068
1735759,24192976
1736310,24199131
1736342,24199309
1737091,24205854
1738279,24216030
1738714,24219831
1738778,24220429
1738928,24221355
1738949,24221452
1739584,24227568
1739814,24229745
1740401,24233785
1741909,24247006
1742586,24253153
1743311,24260119
1743455,24261180
1743799,24265197
1743958,24266679
1744036,24267374
1744118,24267991
1744634,24271051
1744687,24272086
1745445,24278573
1745851,24282204
1746243,24284820
1747091,24291925
1747513,24296316
1747923,24300457
1748057,24301017
1748089,24301202
1748433,24303718
